"By administrative divisions(eup, myeon, dong)",2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
"By administrative divisions(eup, myeon, dong)",Total population (Person),Male (Person),Female (Person),Korean - total (Person),Korean - male (Person),Korean - Female (Person),Foreigner-Total (Person),Foreigner-Male (Person),Foreigner-Female (Person),Household-Total (households),Type of occupancy (households),Institutional households (households),Foreigner household (households),Housing units-Total (Housing),Detached dwelling (Housing),Apartment (Housing),Row house (Housing),Apartment unit ina private house (Housing),House within commercial building (Housing),Living quaters other than housing unit (Housing)
"Yangyang-gun",26687,13643,13044,26110,13305,12805,577,338,239,13445,13259,14,172,14752,8389,5075,502,333,453,518
"Chungcheongbuk-do",1646328,847132,799196,1567979,797981,769998,78349,49151,29198,750756,726988,1004,22764,685622,211818,426830,15881,20988,10105,21350
"Total for eups",370907,195047,175860,348432,180553,167879,22475,14494,7981,166738,160108,262,6368,158460,41075,103061,5298,6774,2252,5931
"Total for myeons",335620,180290,155330,307511,160149,147362,28109,20141,7968,160284,153458,431,6395,163647,110121,43147,2949,5183,2247,8103
"Total for dongs",939801,471795,468006,912036,457279,454757,27765,14516,13249,423734,413422,311,10001,363515,60622,280622,7634,9031,5606,7316
"Chungju-si",215904,110806,105098,207505,105644,101861,8399,5162,3237,101149,98610,140,2399,96367,30400,56144,3058,5100,1665,2197
"Jecheon-si",130733,66079,64654,127181,64101,63080,3552,1978,1574,60751,59785,79,887,58435,21473,32676,1899,1011,1376,1404
"Chungju-si",873368,442396,430972,845926,427249,418677,27442,15147,12295,391377,381596,310,9471,331977,62375,254791,4642,6144,4025,9542
"Sangdang-gu",195499,97260,98239,193529,96416,97113,1970,844,1126,83558,82964,60,534,78040,16513,57400,1371,1813,943,1052
"Seowon-gu",190979,95333,95646,184773,92023,92750,6206,3310,2896,87401,84953,66,2382,74407,13082,58053,1078,1106,1088,1555
"Heungdeok-gu",291048,148337,142711,280156,142422,137734,10892,5915,4977,132593,128364,87,4142,107743,17857,85920,1026,2005,935,4635
"Cheongwon-gu",195842,101466,94376,187468,96388,91080,8374,5078,3296,87825,85315,97,2413,71787,14923,53418,1167,1220,1059,2300
"Boeun-gun",29858,15033,14825,28920,14520,14400,938,513,425,14686,14470,22,194,15955,11783,3257,324,294,297,653
"Okcheon-gun",47416,24179,23237,45821,23146,22675,1595,1033,562,22001,21622,33,346,22754,14231,6450,536,1112,425,835
"Yeongdong-gun",43730,22022,21708,42202,21128,21074,1528,894,634,21378,20939,48,391,21782,15245,4586,927,680,344,768
"Jincheon-gun",96544,52962,43582,84409,44713,39696,12135,8249,3886,42506,38826,111,3569,42768,11107,26315,1652,3230,464,1455
"Goesan-gun",37346,19734,17612,35496,18360,17136,1850,1374,476,18687,18293,29,365,17488,14882,1493,280,515,318,890
"Eumseong-gun",106652,60360,46292,88109,46918,41191,18543,13442,5101,47111,42537,191,4383,46590,16553,26024,1116,2313,584,2808
"Danyang-gun",26597,13604,12993,25960,13254,12706,637,350,287,13345,13172,19,154,14438,9644,3176,975,313,330,408
"Jeungpyeong-gun",38180,19957,18223,36450,18948,17502,1730,1009,721,17765,17138,22,605,17068,4125,11918,472,276,277,390
"Chungcheongnam-do",2238243,1159753,1078490,2099132,1075756,1023376,139111,83997,55114,1007652,964538,1422,41692,948183,306994,563832,23722,42213,11422,40710
"Total for eups",516544,268243,248301,487864,250815,237049,28680,17428,11252,234801,225880,330,8591,236296,66249,143398,9485,13600,3564,8786
"Total for myeons",686549,365867,320682,619890,321529,298361,66659,44338,22321,313419,295776,752,16891,314160,194909,102230,4917,8805,3299,12680
"Total for dongs",1035150,525643,509507,991378,503412,487966,43772,22231,21541,459432,442882,340,16210,397727,45836,318204,9320,19808,4559,19244
"Cheonan-si",694765,357934,336831,656509,335723,320786,38256,22211,16045,308073,294974,342,12757,261960,33157,206561,6158,13358,2726,17073
"Dongnam-gu",279621,142112,137509,263421,132316,131105,16200,9796,6404,123461,118114,168,5179,109148,19249,78313,3718,6450,1418,3598
"Sebuk-gu",415144,215822,199322,393088,203407,189681,22056,12415,9641,184612,176860,174,7578,152812,13908,128248,2440,6908,1308,13475
"Gongju-si",104393,51861,52532,100619,49773,50846,3774,2088,1686,48988,47903,91,994,47153,23625,20105,1299,1363,761,1612
"Boryeong-si",96182,50507,45675,89976,45721,44255,6206,4786,1420,44917,43802,72,1043,45940,22472,19861,1625,1100,882,1461
"Asan-si",392509,207898,184611,354666,185334,169332,37843,22564,15279,166639,153914,235,12490,153908,25676,119935,2110,5084,1103,5919
"Seosan-si",178586,94138,84448,170496,89424,81072,8090,4714,3376,81220,78442,78,2700,78420,23608,46994,2098,4858,862,2107
"Nonsan-si",114692,57454,57238,106293,53068,53225,8399,4386,4013,52656,50237,119,2300,48851,27483,17999,1303,1333,733,2357
"Gyeryong-si",45026,22445,22581,44667,22284,22383,359,161,198,18647,18551,14,82,20247,1503,17832,440,421,51,326
"Dangjin-si",177715,96629,81086,165784,88862,76922,11931,7767,4164,81475,77685,102,3688,75964,23094,45550,2323,4208,789,2274
"Geumsan-gun",53212,26383,26829,48850,24258,24592,4362,2125,2237,24958,23752,56,1150,24306,15970,6127,609,1190,410,1221
"Buyeo-gun",59930,29822,30108,57270,28376,28894,2660,1446,1214,28363,27807,52,504,29379,21983,4978,969,931,518,874
"Seocheon-gun",48575,24768,23807,45881,22702,23179,2694,2066,628,23408,22881,45,482,26166,18198,5128,1286,1091,463,788
"Cheongyang-gun",29818,15322,14496,28269,14476,13793,1549,846,703,14033,13709,30,294,14370,11517,1858,308,497,190,605
"Hongseong-gun",102178,51671,50507,97201,48448,48753,4977,3223,1754,46902,45485,67,1350,50225,19903,26585,853,2113,771,1586
"Yesan-gun",79848,40957,38891,74994,37724,37270,4854,3233,1621,37569,36320,73,1176,40720,20424,16029,1350,2373,544,1333
"Taean-gun",60814,31964,28850,57657,29583,28074,3157,2381,776,29804,29076,46,682,30574,18381,8290,991,2293,619,1174
"Jeonbuk-State",1758836,880640,878196,1701148,847868,853280,57688,32772,24916,805961,788621,817,16523,773649,275848,453955,17972,15070,10804,22167
"Total for eups",163748,83038,80710,155823,78488,77335,7925,4550,3375,73089,70990,123,1976,72065,29698,36742,3065,1417,1143,2535
"Total for myeons",340112,172611,167501,323397,162210,161187,16715,10401,6314,168616,165032,291,3293,178083,155444,16839,2108,1411,2281,8058
"Total for dongs",1254976,624991,629985,1221928,607170,614758,33048,17821,15227,564256,552599,403,11254,523501,90706,400374,12799,12242,7380,11574
"Jeonju-si",649634,319655,329979,636519,313424,323095,13115,6231,6884,288821,283796,181,4844,247815,39931,192984,4950,7001,2949,6111
"Wansan-gu",327406,159037,168369,321437,156307,165130,5969,2730,3239,148634,146418,87,2129,126758,19708,100802,2218,2528,1502,2589
"Deokjin-gu",322228,160618,161610,315082,157117,157965,7146,3501,3645,140187,137378,94,2715,121057,20223,92182,2732,4473,1447,3522
"Gunsan-si",265473,136654,128819,254196,129036,125160,11277,7618,3659,120987,117450,100,3437,123058,28612,86858,4348,1423,1817,2646
"Iksan-si",272392,136223,136169,264203,131954,132249,8189,4269,3920,124492,121801,128,2563,125274,33920,82960,2997,3397,2000,2807
"Jeongeup-si",101887,51275,50612,97303,48434,48869,4584,2841,1743,48381,47287,70,1024,48639,25703,21025,580,545,786,1766
"Namwon-si",73781,36127,37654,71886,35261,36625,1895,866,1029,35393,34859,34,500,36192,20558,14223,469,312,630,1160
"Gimje-si",79692,40450,39242,75708,37719,37989,3984,2731,1253,37598,36667,63,868,38654,23696,13213,1023,247,475,1519
"Wanju-gun",102877,53383,49494,97388,50083,47305,5489,3300,2189,46473,45051,78,1344,45680,19513,24888,336,528,415,1592
"Jinan-gun",22855,11624,11231,21976,11155,10821,879,469,410,11217,11014,13,190,11069,9257,1071,567,26,148,592
"Muju-gun",22904,11644,11260,21700,10955,10745,1204,689,515,11093,10864,23,206,11368,8952,1779,191,260,186,503
"Jangsu-gun",19838,9988,9850,19111,9612,9499,727,376,351,9651,9479,11,161,9617,8158,805,334,133,187,432
"Imsil-gun",24275,12240,12035,23590,11883,11707,685,357,328,12194,12027,15,152,12777,10416,1851,183,192,135,516
"Sunchang-gun",25494,12486,13008,24849,12186,12663,645,300,345,12146,11990,15,141,13195,10631,1907,325,159,173,438
"Gochang-gun",51371,25593,25778,48028,23880,24148,3343,1713,1630,24687,23951,62,674,25826,19438,4313,1300,384,391,1107
"Buan-gun",46363,23298,23065,44691,22286,22405,1672,1012,660,22828,22385,24,419,24485,17063,6078,369,463,512,978
"Jeollanam-do",1778338,908292,870046,1707402,859995,847407,70936,48297,22639,817003,799012,1198,16793,846848,398735,405169,18365,11414,13165,31265
"Total for eups",448631,229559,219072,424878,212580,212298,23753,16979,6774,199206,192677,399,6130,200823,83755,101098,7517,4620,3833,9728
"Total for myeons",559909,287051,272858,531596,266921,264675,28313,20130,8183,275254,269090,491,5673,296595,251215,38489,2296,1328,3267,11399
"Total for dongs",769798,391682,378116,750928,380494,370434,18870,11188,7682,342543,337245,308,4990,349430,63765,265582,8552,5466,6065,10138
"Mokpo-si",214701,108162,106539,208856,104400,104456,5845,3762,2083,98494,96786,116,1592,98315,20671,72257,1931,1823,1633,3466
"Yeosu-si",265859,137731,128128,257120,131253,125867,8739,6478,2261,118926,116709,127,2090,119392,37847,74960,2148,1779,2658,3085
"Suncheon-si",271376,135333,136043,267597,133460,134137,3779,1873,1906,118217,117060,85,1072,122915,31879,85810,1838,1546,1842,2092
"Naju-si",118018,59599,58419,111977,56020,55957,6041,3579,2462,53877,52573,95,1209,55715,24066,30206,461,501,481,3596
"Gwangyang-si",150390,79177,71213,147592,77674,69918,2798,1503,1295,65599,64822,55,722,73598,13628,55042,3054,882,992,1113
"Damyang-gun",43310,21592,21718,41610,20724,20886,1700,868,832,19673,19299,46,328,19876,16240,2504,369,409,354,980
"Gokseong-gun",25990,13025,12965,25232,12563,12669,758,462,296,13243,13048,24,171,13796,11569,1386,441,197,203,502
"Gurye-gun",22724,10988,11736,22421,10883,11538,303,105,198,11342,11253,14,75,12369,10186,1585,252,135,211,424
"Goheung-gun",58776,29445,29331,56191,27559,28632,2585,1886,699,30731,30127,42,562,35160,28185,4328,895,1295,457,1069
"Boseong-gun",36033,17534,18499,34343,16747,17596,1690,787,903,18224,17925,39,260,19657,16194,2592,548,115,208,685
"Hwasun-gun",59174,28939,30235,57775,28189,29586,1399,750,649,27221,26850,53,318,30167,15304,14178,299,76,310,978
"Jangheung-gun",33351,16379,16972,32189,15765,16424,1162,614,548,16684,16425,15,244,17923,13908,2815,727,156,317,681
"Gangjin-gun",31042,15223,15819,30211,14774,15437,831,449,382,15578,15375,28,175,17358,13738,2373,575,361,311,662
"Haenam-gun",62068,31608,30460,58754,29360,29394,3314,2248,1066,30084,29171,54,859,31304,24168,5889,486,212,549,1203
"Yeongam-gun",60323,34335,25988,49283,25650,23633,11040,8685,2355,28154,25057,91,3006,28331,15023,12027,620,358,303,1145
"Muan-gun",92913,47184,45729,89933,45324,44609,2980,1860,1120,40403,39706,67,630,38700,18246,19075,624,326,429,4550
"Hampyeong-gun",29009,14732,14277,27483,13771,13712,1526,961,565,14105,13804,39,262,14918,12940,1383,256,117,222,766
"Yeonggwang-gun",50012,25128,24884,48351,24038,24313,1661,1090,571,23428,22967,48,413,24074,14910,7371,1085,329,379,1099
"Jangseong-gun",40067,20459,19608,38387,19417,18970,1680,1042,638,18413,18036,35,342,19824,13780,5146,511,97,290,742
"Wando-gun",48182,26560,21622,42225,21391,20834,5957,5169,788,22593,21134,50,1409,22492,18104,2715,736,405,532,1127
"Jindo-gun",29448,15715,13733,26287,13119,13168,3161,2596,565,14328,13637,28,663,14256,12000,1417,409,206,224,555
"Sinan-gun",35572,19444,16128,33585,17914,15671,1987,1530,457,17686,17248,47,391,16708,16149,110,100,89,260,745
"Gyeongsangbuk-do",2578999,1315750,1263249,2477847,1252577,1225270,101152,63173,37979,1204317,1174597,1399,28321,1128786,445445,586353,31174,47006,18808,37496
"Total for eups",676653,349874,326779,643382,328249,315133,33271,21625,11646,305890,296348,365,9177,290199,95696,170295,7320,12336,4552,8351
"Total for myeons",546945,280357,266588,519625,260959,258666,27320,19398,7922,276464,270990,556,4918,292908,247056,31439,4911,5370,4132,15232
"Total for dongs",1355401,685519,669882,1314840,663369,651471,40561,22150,18411,621963,607259,478,14226,545679,102693,384619,18943,29300,10124,13913
"Pohang-si",493075,251998,241077,483350,245783,237567,9725,6215,3510,222087,219703,167,2217,213387,45425,143873,8627,11411,4051,3954
"Nam-gu",222544,117070,105474,217247,113382,103865,5297,3688,1609,102338,100981,89,1268,94285,23374,56927,4452,7567,1965,1981
"Buk-gu",270531,134928,135603,266103,132401,133702,4428,2527,1901,119749,118722,78,949,119102,22051,86946,4175,3844,2086,1973
"Gyeongju-si",258733,132153,126580,239224,119778,119446,19509,12375,7134,121937,115464,121,6352,113985,46430,55516,3567,6279,2193,4906
"Gimcheon-si",136187,68702,67485,131445,65695,65750,4742,3007,1735,62895,61623,105,1167,61944,26490,31943,1482,1077,952,2881
"Andong-si",153692,76360,77332,150667,74829,75838,3025,1531,1494,73759,72810,78,871,71894,31068,36666,1531,1311,1318,2413
"Gumi-si",407365,211605,195760,399248,207024,192224,8117,4581,3536,182945,180308,136,2501,159775,25030,120352,3712,8884,1797,3918
"Yeongju-si",99151,49626,49525,97256,48584,48672,1895,1042,853,46762,46210,61,491,43412,20898,17980,1814,1481,1239,1490
"Yeongcheon-si",99523,51803,47720,94308,48167,46141,5215,3636,1579,47715,46469,95,1151,46010,22624,20663,936,1154,633,2455
"Sangju-si",92458,45885,46573,89287,44260,45027,3171,1625,1546,44635,43835,81,719,44578,29483,12561,459,1287,788,1797
"Mungyeong-si",65505,32346,33159,63817,31426,32391,1688,920,768,31612,31172,57,383,30966,19542,7866,1326,1432,800,1180
"Gyeongsan-si",298529,151645,146884,276397,138345,138052,22132,13300,8832,137338,129430,131,7777,108277,22456,80551,1020,3252,998,2729
"Uiseong-gun",47094,23378,23716,45839,22637,23202,1255,741,514,24775,24419,44,312,26202,22503,2191,371,743,394,925
"Cheongsong-gun",23079,11577,11502,22376,11231,11145,703,346,357,12132,11965,14,153,12635,9916,1608,189,637,285,571
"Yeongyang-gun",15059,7493,7566,14472,7209,7263,587,284,303,7832,7698,13,121,8310,7036,485,205,477,107,236
"Yeongdeok-gun",32655,16101,16554,30937,14773,16164,1718,1328,390,17130,16834,20,276,18427,14565,1700,882,804,476,632
"Cheongdo-gun",39479,19262,20217,37799,18502,19297,1680,760,920,19636,19368,38,230,21998,18438,2245,362,652,301,923
"Goryeong-gun",30934,16357,14577,28168,14209,13959,2766,2148,618,14650,14069,32,549,14544,9018,4556,193,549,228,1068
"Seongju-gun",41068,21846,19222,38158,19622,18536,2910,2224,686,19727,19015,30,682,17727,14928,1786,312,346,355,1366
"Chilgok-gun",110043,58414,51629,104075,54308,49767,5968,4106,1862,50368,48695,89,1584,43943,14412,25292,631,2863,745,1778
"Yecheon-gun",53609,26414,27195,52655,25966,26689,954,448,506,25257,25009,19,229,27540,15984,10287,377,602,290,747
"Bonghwa-gun",27972,14123,13849,27111,13731,13380,861,392,469,14270,14081,26,163,15445,12150,1777,889,429,200,511
"Uljin-gun",45274,23835,21439,42983,21854,21129,2291,1981,310,22353,21992,33,328,24792,14716,6273,2090,1231,482,694
"Ulleung-gun",8515,4827,3688,8275,4644,3631,240,183,57,4502,4428,9,65,2995,2333,182,199,105,176,322
"Gyeongsangnam-do",3264243,1668211,1596032,3135724,1580102,1555622,128519,88109,40410,1452638,1415780,1387,35471,1341627,415279,844372,26702,37653,17621,52205
"Total for eups",482827,243683,239144,466080,233270,232810,16747,10413,6334,207806,202898,214,4694,199295,56118,129171,5078,5989,2939,6433
"Total for myeons",694035,359728,334307,650451,326523,323928,43584,33205,10379,326689,316926,622,9141,347067,228873,104631,4264,4436,4863,14361
"Total for dongs",2087381,1064800,1022581,2019193,1020309,998884,68188,44491,23697,918143,895956,551,21636,795265,130288,610570,17360,27228,9819,31411
"Jinju-si",346145,172465,173680,338144,167750,170394,8001,4715,3286,155489,153161,122,2206,133353,41497,85953,1281,2248,2374,4211
"Tongyeong-si",120204,62586,57618,113915,57304,56611,6289,5282,1007,55343,53934,69,1340,52363,18932,30042,1228,1200,961,1934
"Sacheon-si",109218,56670,52548,104385,52944,51441,4833,3726,1107,50563,49561,86,916,50692,20172,26973,1628,871,1048,1541
"Gimhae-si",549861,284047,265814,517313,261217,256096,32548,22830,9718,230166,220514,165,9487,202625,27207,160258,1954,11548,1658,7974
"Miryang-si",102535,50309,52226,96217,47531,48686,6318,2778,3540,49508,47882,73,1553,50576,28054,19244,1056,1292,930,1755
"Geoje-si",241284,131524,109760,225066,118446,106620,16218,13078,3140,104080,98902,86,5092,102832,22749,72335,3643,2661,1444,2706
"Yangsan-si",359628,181163,178465,349011,174194,174817,10617,6969,3648,155774,152501,110,3163,151059,14975,130830,1217,2944,1093,3592
"Changwon-si",1001043,509718,491325,978184,495408,482776,22859,14310,8549,438279,430824,289,7166,371597,74852,273910,9880,8883,4072,19561
"Uichang-gu",210801,107232,103569,206131,104525,101606,4670,2707,1963,91826,90150,53,1623,70478,18441,46316,2027,2808,886,3279
"Seongsan-gu",244140,126093,118047,238466,122362,116104,5674,3731,1943,103908,101990,73,1845,85546,7562,76899,536,55,494,7642
"Masanhappo-gu",178265,88847,89418,174904,86735,88169,3361,2112,1249,81117,80293,73,751,73212,20756,48493,1468,1255,1240,4516
"Masanhoewon-gu",178865,89288,89577,175434,87305,88129,3431,1983,1448,78764,77674,46,1044,67634,13768,48041,2594,2486,745,2289
"Jinhae-gu",188972,98258,90714,183249,94481,88768,5723,3777,1946,82664,80717,44,1903,74727,14325,54161,3255,2279,707,1835
"Uiryeong-gun",24609,12365,12244,23427,11575,11852,1182,790,392,12784,12507,29,248,13393,11158,1439,279,364,153,538
"Haman-gun",61675,33224,28451,56098,28618,27480,5577,4606,971,27821,26561,72,1188,27791,15270,10973,549,539,460,1328
"Changnyeong-gun",57766,29687,28079,53122,26492,26630,4644,3195,1449,28103,26927,73,1103,28216,19481,6122,844,1379,390,1349
"Goseong-gun",47664,24528,23136,45283,22756,22527,2381,1772,609,22962,22367,48,547,24547,17084,5505,477,1021,460,928
"Namhae-gun",39011,19474,19537,37641,18366,19275,1370,1108,262,19744,19482,29,233,23578,19912,2060,412,611,583,494
"Hadong-gun",38704,19240,19464,37618,18718,18900,1086,522,564,19658,19384,20,254,20817,16909,2747,416,375,370,806
"Sancheong-gun",32480,15918,16562,31220,15351,15869,1260,567,693,16506,16182,26,298,17764,15213,1700,299,177,375,892
"Hamyang-gun",35073,17180,17893,34255,16738,17517,818,442,376,17618,17420,30,168,19016,14682,3357,153,461,363,742
"Geochang-gun",58393,28895,29498,57129,28217,28912,1264,678,586,27798,27491,30,277,28024,17390,8972,582,572,508,1061
"Hapcheon-gun",38950,19218,19732,37696,18477,19219,1254,741,513,20442,20180,30,232,23384,19742,1952,804,507,379,793
"Jeju",674817,340720,334097,644306,322233,322073,30511,18487,12024,288635,279657,261,8717,262502,100568,82537,34932,38047,6418,20478
"Total for eups",155663,81082,74581,143791,72681,71110,11872,8401,3471,66930,64023,102,2805,68580,44685,5706,9935,6272,1982,3765
"Total for myeons",37598,19417,18181,35099,17761,17338,2499,1656,843,16737,16098,24,615,17815,13774,530,1773,1232,506,950
"Total for dongs",481556,240221,241335,465416,231791,233625,16140,8430,7710,204968,199536,135,5297,176107,42109,76301,23224,30543,3930,15763
"Jeju-si",493908,248483,245425,473553,236688,236865,20355,11795,8560,209684,203478,172,6034,184730,64481,62253,22807,30824,4365,16001
"Seogwipo-si",180909,92237,88672,170753,85545,85208,10156,6692,3464,78951,76179,89,2683,77772,36087,20284,12125,7223,2053,4477
