"date","city","city_type","pm25","pm10","o3","no2","so2","co","year"
"2024/12/15","Seoul","Inland",66,18,27,14,2,3,2024
"2024/12/16","Seoul","Inland",38,26,13,29,2,4,2024
"2024/12/17","Seoul","Inland",57,26,24,21,3,4,2024
"2024/12/18","Seoul","Inland",61,32,19,18,5,5,2024
"2024/12/19","Seoul","Inland",66,54,8,38,6,8,2024
"2024/12/20","Seoul","Inland",102,59,4,53,6,10,2024
"2024/12/21","Seoul","Inland",126,51,24,23,4,7,2024
"2024/12/22","Seoul","Inland",126,24,28,14,4,4,2024
"2024/12/23","Seoul","Inland",44,31,25,33,4,7,2024
"2024/12/24","Seoul","Inland",73,37,17,32,4,6,2024
"2024/12/25","Seoul","Inland",75,36,21,40,5,7,2024
"2024/12/26","Seoul","Inland",82,60,29,18,4,6,2024
"2024/12/27","Seoul","Inland",104,34,26,16,4,4,2024
"2024/12/28","Seoul","Inland",62,33,25,13,4,4,2024
"2024/12/29","Seoul","Inland",61,27,17,28,4,6,2024
"2024/12/30","Seoul","Inland",61,NA,NA,NA,NA,NA,2024
"2024/7/2","Seoul","Inland",68,18,29,14,3,4,2024
"2024/7/3","Seoul","Inland",42,29,51,10,3,5,2024
"2024/7/4","Seoul","Inland",59,44,75,11,3,6,2024
"2024/7/5","Seoul","Inland",108,17,51,6,3,4,2024
"2024/7/6","Seoul","Inland",33,31,42,13,3,5,2024
"2024/7/7","Seoul","Inland",64,26,46,10,3,5,2024
"2024/7/8","Seoul","Inland",56,12,24,15,3,3,2024
"2024/7/9","Seoul","Inland",25,17,26,16,3,4,2024
"2024/7/10","Seoul","Inland",41,13,42,12,3,3,2024
"2024/7/11","Seoul","Inland",22,40,73,18,3,6,2024
"2024/7/12","Seoul","Inland",93,44,64,20,3,6,2024
"2024/7/13","Seoul","Inland",99,52,74,15,3,7,2024
"2024/7/14","Seoul","Inland",124,32,41,8,3,4,2024
"2024/7/15","Seoul","Inland",84,12,41,10,3,3,2024
"2024/7/16","Seoul","Inland",24,14,32,13,3,4,2024
"2024/7/17","Seoul","Inland",29,11,14,11,3,3,2024
"2024/7/18","Seoul","Inland",17,10,20,15,3,3,2024
"2024/7/19","Seoul","Inland",19,27,52,13,3,4,2024
"2024/7/20","Seoul","Inland",66,17,38,10,3,3,2024
"2024/7/21","Seoul","Inland",36,23,39,8,3,3,2024
"2024/7/22","Seoul","Inland",45,15,13,10,3,3,2024
"2024/7/23","Seoul","Inland",25,12,17,9,3,2,2024
"2024/7/24","Seoul","Inland",22,15,18,10,3,2,2024
"2024/7/25","Seoul","Inland",26,22,32,12,4,2,2024
"2024/7/26","Seoul","Inland",38,15,29,12,3,2,2024
"2024/7/27","Seoul","Inland",33,16,18,10,3,3,2024
"2024/7/28","Seoul","Inland",30,18,16,5,3,2,2024
"2024/7/29","Seoul","Inland",27,22,25,8,3,2,2024
"2024/7/30","Seoul","Inland",34,27,47,11,3,2,2024
"2024/7/31","Seoul","Inland",52,18,25,10,3,2,2024
"2024/8/1","Seoul","Inland",31,21,33,10,3,3,2024
"2024/8/2","Seoul","Inland",40,30,40,11,3,3,2024
"2024/8/3","Seoul","Inland",58,35,54,9,3,4,2024
"2024/8/4","Seoul","Inland",82,31,79,10,3,5,2024
"2024/8/5","Seoul","Inland",76,31,54,15,3,5,2024
"2024/8/6","Seoul","Inland",74,18,51,15,3,4,2024
"2024/8/7","Seoul","Inland",38,20,38,12,3,3,2024
"2024/8/8","Seoul","Inland",46,21,35,15,3,3,2024
"2024/8/9","Seoul","Inland",55,31,61,15,3,4,2024
"2024/8/10","Seoul","Inland",70,36,62,14,3,4,2024
"2024/8/11","Seoul","Inland",82,30,51,10,3,4,2024
"2024/8/12","Seoul","Inland",78,31,65,14,3,4,2024
"2024/8/13","Seoul","Inland",71,28,59,13,3,4,2024
"2024/8/14","Seoul","Inland",67,26,69,15,3,4,2024
"2024/8/15","Seoul","Inland",61,24,58,13,3,4,2024
"2024/8/16","Seoul","Inland",56,23,67,14,3,3,2024
"2024/8/17","Seoul","Inland",49,23,71,13,3,3,2024
"2024/8/18","Seoul","Inland",61,21,56,9,3,4,2024
"2024/8/19","Seoul","Inland",53,26,63,14,3,4,2024
"2024/8/20","Seoul","Inland",62,27,41,13,3,4,2024
"2024/8/21","Seoul","Inland",65,13,16,9,3,3,2024
"2024/8/22","Seoul","Inland",26,19,31,12,3,3,2024
"2024/8/23","Seoul","Inland",32,27,66,18,3,5,2024
"2024/8/24","Seoul","Inland",52,43,64,16,3,6,2024
"2024/8/25","Seoul","Inland",97,42,71,13,4,6,2024
"2024/8/26","Seoul","Inland",96,38,49,19,4,6,2024
"2024/8/27","Seoul","Inland",94,21,33,15,4,4,2024
"2024/8/28","Seoul","Inland",45,13,40,10,3,3,2024
"2024/8/29","Seoul","Inland",32,11,35,10,3,3,2024
"2024/8/30","Seoul","Inland",19,15,40,11,4,3,2024
"2024/8/31","Seoul","Inland",26,41,71,11,4,5,2024
"2024/9/1","Seoul","Inland",67,34,58,11,4,5,2024
"2024/9/2","Seoul","Inland",70,21,33,16,4,5,2024
"2024/9/3","Seoul","Inland",50,13,45,10,3,3,2024
"2024/9/4","Seoul","Inland",20,22,73,14,4,4,2024
"2024/9/5","Seoul","Inland",40,27,35,18,4,4,2024
"2024/9/6","Seoul","Inland",57,16,25,13,3,4,2024
"2024/9/7","Seoul","Inland",31,25,80,13,3,5,2024
"2024/9/8","Seoul","Inland",50,33,80,11,3,5,2024
"2024/9/9","Seoul","Inland",72,29,62,16,3,5,2024
"2024/9/10","Seoul","Inland",47,32,73,18,3,5,2024
"2024/9/11","Seoul","Inland",55,35,60,20,3,5,2024
"2024/9/12","Seoul","Inland",77,11,18,15,3,4,2024
"2024/9/13","Seoul","Inland",24,16,10,14,4,3,2024
"2024/9/14","Seoul","Inland",31,11,28,10,3,3,2024
"2024/9/15","Seoul","Inland",23,10,26,6,3,3,2024
"2024/9/16","Seoul","Inland",23,6,38,6,3,3,2024
"2024/9/17","Seoul","Inland",18,13,33,12,3,3,2024
"2024/9/18","Seoul","Inland",30,17,31,12,3,3,2024
"2024/9/19","Seoul","Inland",45,23,49,20,3,4,2024
"2024/9/20","Seoul","Inland",50,17,32,15,3,3,2024
"2024/9/21","Seoul","Inland",36,5,33,5,3,2,2024
"2024/9/22","Seoul","Inland",8,5,27,5,3,2,2024
"2024/9/23","Seoul","Inland",8,9,32,8,3,2,2024
"2024/9/24","Seoul","Inland",12,13,39,13,3,3,2024
"2024/9/25","Seoul","Inland",18,19,38,18,3,3,2024
"2024/9/26","Seoul","Inland",31,20,52,17,3,4,2024
"2024/9/27","Seoul","Inland",44,18,31,13,3,3,2024
"2024/9/28","Seoul","Inland",40,14,38,8,3,3,2024
"2024/9/29","Seoul","Inland",24,10,37,7,3,3,2024
"2024/9/30","Seoul","Inland",16,16,43,15,3,3,2024
"2024/10/1","Seoul","Inland",28,17,34,12,3,3,2024
"2024/4/2","Seoul","Inland",62,56,52,41,5,6,2024
"2024/4/3","Seoul","Inland",89,48,25,40,4,6,2024
"2024/4/4","Seoul","Inland",84,35,43,18,3,4,2024
"2024/4/5","Seoul","Inland",62,45,50,19,4,5,2024
"2024/4/6","Seoul","Inland",77,64,53,33,4,7,2024
"2024/4/7","Seoul","Inland",136,59,72,30,4,7,2024
"2024/4/8","Seoul","Inland",118,58,43,38,4,6,2024
"2024/4/9","Seoul","Inland",97,44,49,15,3,4,2024
"2024/4/10","Seoul","Inland",75,47,49,13,3,4,2024
"2024/4/11","Seoul","Inland",72,54,42,25,4,6,2024
"2024/4/12","Seoul","Inland",82,54,47,31,4,6,2024
"2024/4/13","Seoul","Inland",87,46,48,22,4,5,2024
"2024/4/14","Seoul","Inland",75,49,83,24,5,6,2024
"2024/4/15","Seoul","Inland",85,24,39,19,4,5,2024
"2024/4/16","Seoul","Inland",51,65,37,19,3,5,2024
"2024/4/17","Seoul","Inland",93,109,33,25,3,6,2024
"2024/4/18","Seoul","Inland",140,93,45,30,4,6,2024
"2024/4/19","Seoul","Inland",102,82,85,30,5,6,2024
"2024/4/20","Seoul","Inland",110,56,43,24,4,6,2024
"2024/4/21","Seoul","Inland",95,17,47,6,3,3,2024
"2024/4/22","Seoul","Inland",28,33,49,11,3,4,2024
"2024/4/23","Seoul","Inland",67,23,46,10,3,3,2024
"2024/4/24","Seoul","Inland",49,13,32,12,3,4,2024
"2024/4/25","Seoul","Inland",24,34,56,21,3,5,2024
"2024/4/26","Seoul","Inland",77,64,51,30,4,6,2024
"2024/4/27","Seoul","Inland",98,54,58,24,4,6,2024
"2024/4/28","Seoul","Inland",80,43,85,25,4,6,2024
"2024/4/29","Seoul","Inland",82,48,52,16,4,4,2024
"2024/4/30","Seoul","Inland",78,61,44,25,5,6,2024
"2024/5/1","Seoul","Inland",116,30,49,12,3,4,2024
"2024/5/2","Seoul","Inland",61,40,53,21,4,5,2024
"2024/5/3","Seoul","Inland",72,53,73,30,5,5,2024
"2024/5/4","Seoul","Inland",92,59,111,31,5,7,2024
"2024/5/5","Seoul","Inland",114,25,41,12,3,4,2024
"2024/5/6","Seoul","Inland",57,11,41,9,3,4,2024
"2024/5/7","Seoul","Inland",27,23,38,12,3,4,2024
"2024/5/8","Seoul","Inland",51,22,34,13,3,3,2024
"2024/5/9","Seoul","Inland",43,32,57,19,4,4,2024
"2024/5/10","Seoul","Inland",63,35,52,16,4,4,2024
"2024/5/11","Seoul","Inland",66,22,35,12,3,3,2024
"2024/5/12","Seoul","Inland",37,64,41,9,3,4,2024
"2024/5/13","Seoul","Inland",68,35,45,20,4,5,2024
"2024/5/14","Seoul","Inland",63,31,54,23,4,4,2024
"2024/5/15","Seoul","Inland",62,26,38,15,4,4,2024
"2024/5/16","Seoul","Inland",39,18,42,11,3,3,2024
"2024/5/17","Seoul","Inland",26,49,64,20,4,5,2024
"2024/5/18","Seoul","Inland",84,30,46,17,4,4,2024
"2024/5/19","Seoul","Inland",53,27,56,11,4,4,2024
"2024/5/20","Seoul","Inland",52,34,28,15,4,3,2024
"2024/5/21","Seoul","Inland",65,46,59,18,4,5,2024
"2024/5/22","Seoul","Inland",101,56,56,21,4,6,2024
"2024/5/23","Seoul","Inland",123,37,42,19,4,4,2024
"2024/5/24","Seoul","Inland",80,41,33,14,3,4,2024
"2024/5/25","Seoul","Inland",91,37,45,15,3,4,2024
"2024/5/26","Seoul","Inland",73,26,40,10,3,4,2024
"2024/5/27","Seoul","Inland",57,29,44,9,3,4,2024
"2024/5/28","Seoul","Inland",47,18,33,13,3,3,2024
"2024/5/29","Seoul","Inland",31,29,45,24,4,4,2024
"2024/5/30","Seoul","Inland",55,31,42,31,4,5,2024
"2024/5/31","Seoul","Inland",67,28,45,17,4,4,2024
"2024/6/1","Seoul","Inland",57,33,39,9,3,4,2024
"2024/6/2","Seoul","Inland",62,25,46,9,3,3,2024
"2024/6/3","Seoul","Inland",48,14,40,19,3,3,2024
"2024/6/4","Seoul","Inland",30,20,43,16,3,3,2024
"2024/6/5","Seoul","Inland",36,42,74,26,5,5,2024
"2024/6/6","Seoul","Inland",82,47,99,24,5,5,2024
"2024/6/7","Seoul","Inland",101,35,68,21,4,4,2024
"2024/6/8","Seoul","Inland",76,27,40,13,3,4,2024
"2024/6/9","Seoul","Inland",69,33,76,13,4,5,2024
"2024/6/10","Seoul","Inland",76,51,92,17,4,6,2024
"2024/6/11","Seoul","Inland",100,60,96,14,4,6,2024
"2024/6/12","Seoul","Inland",124,36,84,18,4,4,2024
"2024/6/13","Seoul","Inland",69,37,65,22,4,4,2024
"2024/6/14","Seoul","Inland",72,43,76,22,6,4,2024
"2024/6/15","Seoul","Inland",82,30,30,13,4,3,2024
"2024/6/16","Seoul","Inland",76,27,46,10,3,4,2024
"2024/6/17","Seoul","Inland",61,25,55,19,4,4,2024
"2024/6/18","Seoul","Inland",53,29,73,23,4,4,2024
"2024/6/19","Seoul","Inland",63,46,136,22,5,5,2024
"2024/6/20","Seoul","Inland",95,44,114,21,5,5,2024
"2024/6/21","Seoul","Inland",95,43,78,26,6,5,2024
"2024/6/22","Seoul","Inland",86,32,35,18,5,5,2024
"2024/6/23","Seoul","Inland",81,17,40,7,3,3,2024
"2024/6/24","Seoul","Inland",43,53,60,11,3,4,2024
"2024/6/25","Seoul","Inland",79,23,40,13,4,3,2024
"2024/6/26","Seoul","Inland",41,29,65,17,4,4,2024
"2024/6/27","Seoul","Inland",61,34,77,23,4,4,2024
"2024/6/28","Seoul","Inland",66,46,108,23,4,5,2024
"2024/6/29","Seoul","Inland",94,33,62,15,4,5,2024
"2024/6/30","Seoul","Inland",79,20,44,6,3,3,2024
"2024/7/1","Seoul","Inland",51,31,83,12,3,4,2024
"2024/1/2","Seoul","Inland",81,41,20,24,4,6,2024
"2024/1/3","Seoul","Inland",103,44,25,29,4,6,2024
"2024/1/4","Seoul","Inland",102,55,14,37,5,9,2024
"2024/1/5","Seoul","Inland",124,71,26,36,4,10,2024
"2024/1/6","Seoul","Inland",149,28,22,20,4,5,2024
"2024/1/7","Seoul","Inland",56,26,25,11,4,5,2024
"2024/1/8","Seoul","Inland",56,25,15,30,4,7,2024
"2024/1/9","Seoul","Inland",62,38,2,45,5,9,2024
"2024/1/10","Seoul","Inland",95,64,7,44,4,10,2024
"2024/1/11","Seoul","Inland",154,58,11,41,4,8,2024
"2024/1/12","Seoul","Inland",136,51,23,24,4,6,2024
"2024/1/13","Seoul","Inland",105,29,17,32,5,6,2024
"2024/1/14","Seoul","Inland",59,34,26,38,3,9,2024
"2024/1/15","Seoul","Inland",85,25,22,18,4,4,2024
"2024/1/16","Seoul","Inland",48,35,16,39,5,8,2024
"2024/1/17","Seoul","Inland",76,41,2,46,5,10,2024
"2024/1/18","Seoul","Inland",98,30,25,31,4,7,2024
"2024/1/19","Seoul","Inland",83,15,28,15,4,5,2024
"2024/1/20","Seoul","Inland",39,5,30,11,3,3,2024
"2024/1/21","Seoul","Inland",8,13,27,14,4,5,2024
"2024/1/22","Seoul","Inland",33,33,27,11,3,4,2024
"2024/1/23","Seoul","Inland",82,24,24,8,3,3,2024
"2024/1/24","Seoul","Inland",49,24,24,8,3,4,2024
"2024/1/25","Seoul","Inland",48,26,21,21,4,5,2024
"2024/1/26","Seoul","Inland",59,36,17,40,4,7,2024
"2024/1/27","Seoul","Inland",86,54,28,38,4,9,2024
"2024/1/28","Seoul","Inland",128,33,26,27,4,6,2024
"2024/1/29","Seoul","Inland",81,47,26,38,4,8,2024
"2024/1/30","Seoul","Inland",109,57,17,51,4,10,2024
"2024/1/31","Seoul","Inland",134,57,30,47,5,9,2024
"2024/2/1","Seoul","Inland",131,70,23,32,5,10,2024
"2024/2/2","Seoul","Inland",156,32,23,34,4,6,2024
"2024/2/3","Seoul","Inland",77,37,15,39,4,7,2024
"2024/2/4","Seoul","Inland",91,28,22,30,4,6,2024
"2024/2/5","Seoul","Inland",69,8,23,16,3,3,2024
"2024/2/6","Seoul","Inland",18,14,21,28,3,4,2024
"2024/2/7","Seoul","Inland",41,34,21,27,3,7,2024
"2024/2/8","Seoul","Inland",88,39,26,34,4,7,2024
"2024/2/9","Seoul","Inland",95,31,31,30,3,6,2024
"2024/2/10","Seoul","Inland",85,46,40,24,4,6,2024
"2024/2/11","Seoul","Inland",105,57,38,23,4,7,2024
"2024/2/12","Seoul","Inland",140,62,34,31,4,9,2024
"2024/2/13","Seoul","Inland",145,65,38,39,5,9,2024
"2024/2/14","Seoul","Inland",134,52,34,43,5,8,2024
"2024/2/15","Seoul","Inland",103,24,30,16,3,5,2024
"2024/2/16","Seoul","Inland",63,30,22,30,4,6,2024
"2024/2/17","Seoul","Inland",72,40,28,40,4,8,2024
"2024/2/18","Seoul","Inland",112,41,14,35,3,7,2024
"2024/2/19","Seoul","Inland",103,14,15,30,3,7,2024
"2024/2/20","Seoul","Inland",36,31,27,21,3,6,2024
"2024/2/21","Seoul","Inland",59,4,27,13,3,4,2024
"2024/2/22","Seoul","Inland",8,6,29,14,3,3,2024
"2024/2/23","Seoul","Inland",11,9,33,13,3,3,2024
"2024/2/24","Seoul","Inland",20,15,30,14,3,4,2024
"2024/2/25","Seoul","Inland",33,15,26,14,3,4,2024
"2024/2/26","Seoul","Inland",44,33,27,23,4,6,2024
"2024/2/27","Seoul","Inland",73,21,30,18,3,4,2024
"2024/2/28","Seoul","Inland",44,37,20,27,4,5,2024
"2024/2/29","Seoul","Inland",72,58,35,26,4,6,2024
"2024/3/1","Seoul","Inland",118,41,34,7,3,3,2024
"2024/3/2","Seoul","Inland",50,38,35,16,4,3,2024
"2024/3/3","Seoul","Inland",63,88,37,19,4,7,2024
"2024/3/4","Seoul","Inland",158,67,28,39,4,7,2024
"2024/3/5","Seoul","Inland",122,50,36,31,4,5,2024
"2024/3/6","Seoul","Inland",85,16,31,19,3,4,2024
"2024/3/7","Seoul","Inland",34,31,31,19,3,5,2024
"2024/3/8","Seoul","Inland",70,47,32,15,4,4,2024
"2024/3/9","Seoul","Inland",84,37,31,15,3,4,2024
"2024/3/10","Seoul","Inland",72,34,36,23,4,5,2024
"2024/3/11","Seoul","Inland",74,39,25,39,4,6,2024
"2024/3/12","Seoul","Inland",79,34,28,33,4,6,2024
"2024/3/13","Seoul","Inland",81,48,48,27,4,6,2024
"2024/3/14","Seoul","Inland",96,62,42,30,4,6,2024
"2024/3/15","Seoul","Inland",125,53,44,28,4,5,2024
"2024/3/16","Seoul","Inland",112,55,43,30,4,6,2024
"2024/3/17","Seoul","Inland",113,80,42,11,3,4,2024
"2024/3/18","Seoul","Inland",81,24,30,21,3,4,2024
"2024/3/19","Seoul","Inland",35,48,44,20,3,5,2024
"2024/3/20","Seoul","Inland",90,44,38,12,3,4,2024
"2024/3/21","Seoul","Inland",86,41,35,25,4,5,2024
"2024/3/22","Seoul","Inland",81,48,43,29,4,5,2024
"2024/3/23","Seoul","Inland",78,58,45,16,3,5,2024
"2024/3/24","Seoul","Inland",97,38,45,21,3,5,2024
"2024/3/25","Seoul","Inland",67,21,38,16,3,4,2024
"2024/3/26","Seoul","Inland",34,7,37,15,3,4,2024
"2024/3/27","Seoul","Inland",14,28,34,30,4,5,2024
"2024/3/28","Seoul","Inland",63,27,34,30,4,6,2024
"2024/3/29","Seoul","Inland",68,188,35,23,3,5,2024
"2024/3/30","Seoul","Inland",132,78,40,25,3,5,2024
"2024/3/31","Seoul","Inland",87,48,41,16,4,5,2024
"2024/4/1","Seoul","Inland",56,48,42,28,4,5,2024
"2023/10/2","Seoul","Inland",39,19,38,15,3,4,2023
"2023/10/3","Seoul","Inland",35,20,26,19,3,5,2023
"2023/10/4","Seoul","Inland",40,24,27,26,4,5,2023
"2023/10/5","Seoul","Inland",54,31,30,10,3,3,2023
"2023/10/6","Seoul","Inland",26,24,17,22,4,5,2023
"2023/10/7","Seoul","Inland",33,17,20,15,4,5,2023
"2023/10/8","Seoul","Inland",25,11,19,7,3,4,2023
"2023/10/9","Seoul","Inland",18,11,22,10,4,4,2023
"2023/10/10","Seoul","Inland",19,18,20,18,4,5,2023
"2023/10/11","Seoul","Inland",34,22,23,21,4,6,2023
"2023/10/12","Seoul","Inland",40,26,44,23,4,5,2023
"2023/10/13","Seoul","Inland",61,38,33,32,3,6,2023
"2023/10/14","Seoul","Inland",86,31,23,29,3,6,2023
"2023/10/15","Seoul","Inland",82,27,45,17,3,6,2023
"2023/10/16","Seoul","Inland",71,47,32,15,4,6,2023
"2023/10/17","Seoul","Inland",78,37,31,28,4,5,2023
"2023/10/18","Seoul","Inland",61,36,34,32,5,6,2023
"2023/10/19","Seoul","Inland",72,33,30,30,3,6,2023
"2023/10/20","Seoul","Inland",76,23,23,8,3,3,2023
"2023/10/21","Seoul","Inland",30,20,30,15,3,3,2023
"2023/10/22","Seoul","Inland",30,26,32,19,4,5,2023
"2023/10/23","Seoul","Inland",51,34,39,30,3,6,2023
"2023/10/24","Seoul","Inland",72,38,23,36,4,6,2023
"2023/10/25","Seoul","Inland",84,41,38,33,4,6,2023
"2023/10/26","Seoul","Inland",92,52,50,28,4,6,2023
"2023/10/27","Seoul","Inland",115,30,32,17,3,4,2023
"2023/10/28","Seoul","Inland",62,39,28,32,4,6,2023
"2023/10/29","Seoul","Inland",76,34,29,24,3,5,2023
"2023/10/30","Seoul","Inland",72,47,27,37,4,6,2023
"2023/10/31","Seoul","Inland",92,52,45,30,4,6,2023
"2023/11/1","Seoul","Inland",106,50,50,16,4,5,2023
"2023/11/2","Seoul","Inland",94,45,48,14,4,5,2023
"2023/11/3","Seoul","Inland",76,37,34,15,4,4,2023
"2023/11/4","Seoul","Inland",59,48,27,15,3,5,2023
"2023/11/5","Seoul","Inland",73,15,27,10,3,4,2023
"2023/11/6","Seoul","Inland",34,22,29,8,3,4,2023
"2023/11/7","Seoul","Inland",35,22,26,13,3,4,2023
"2023/11/8","Seoul","Inland",33,27,14,36,4,6,2023
"2023/11/9","Seoul","Inland",56,34,21,36,4,8,2023
"2023/11/10","Seoul","Inland",74,20,24,10,3,4,2023
"2023/11/11","Seoul","Inland",43,21,27,16,4,4,2023
"2023/11/12","Seoul","Inland",49,21,28,9,3,4,2023
"2023/11/13","Seoul","Inland",52,26,23,19,4,5,2023
"2023/11/14","Seoul","Inland",62,31,20,29,4,6,2023
"2023/11/15","Seoul","Inland",69,46,18,42,5,9,2023
"2023/11/16","Seoul","Inland",105,48,7,41,4,8,2023
"2023/11/17","Seoul","Inland",124,21,19,18,4,4,2023
"2023/11/18","Seoul","Inland",45,24,25,11,3,4,2023
"2023/11/19","Seoul","Inland",51,42,29,25,4,7,2023
"2023/11/20","Seoul","Inland",90,35,13,32,5,7,2023
"2023/11/21","Seoul","Inland",75,40,10,50,5,9,2023
"2023/11/22","Seoul","Inland",87,46,18,48,5,9,2023
"2023/11/23","Seoul","Inland",102,77,29,24,5,8,2023
"2023/11/24","Seoul","Inland",126,18,24,10,3,3,2023
"2023/11/25","Seoul","Inland",38,20,20,20,3,5,2023
"2023/11/26","Seoul","Inland",44,27,16,32,4,6,2023
"2023/11/27","Seoul","Inland",67,41,23,34,4,7,2023
"2023/11/28","Seoul","Inland",93,34,24,16,4,5,2023
"2023/11/29","Seoul","Inland",75,19,28,24,4,5,2023
"2023/11/30","Seoul","Inland",40,20,27,13,4,3,2023
"2023/12/1","Seoul","Inland",34,25,21,21,4,4,2023
"2023/12/2","Seoul","Inland",53,39,22,36,4,7,2023
"2023/12/3","Seoul","Inland",78,42,22,22,5,7,2023
"2023/12/4","Seoul","Inland",86,46,8,51,5,9,2023
"2023/12/5","Seoul","Inland",96,46,12,51,5,8,2023
"2023/12/6","Seoul","Inland",97,62,25,48,4,9,2023
"2023/12/7","Seoul","Inland",125,58,20,27,5,6,2023
"2023/12/8","Seoul","Inland",73,72,46,28,4,6,2023
"2023/12/9","Seoul","Inland",83,68,41,24,4,7,2023
"2023/12/10","Seoul","Inland",109,71,20,24,6,8,2023
"2023/12/11","Seoul","Inland",122,7,25,11,3,4,2023
"2023/12/12","Seoul","Inland",11,7,22,19,3,5,2023
"2023/12/13","Seoul","Inland",13,15,9,30,3,6,2023
"2023/12/14","Seoul","Inland",28,10,26,19,3,5,2023
"2023/12/15","Seoul","Inland",22,5,27,17,3,4,2023
"2023/12/16","Seoul","Inland",10,19,29,9,3,4,2023
"2023/12/17","Seoul","Inland",41,15,28,8,2,4,2023
"2023/12/18","Seoul","Inland",34,14,21,23,3,5,2023
"2023/12/19","Seoul","Inland",32,28,11,40,3,7,2023
"2023/12/20","Seoul","Inland",66,43,27,18,4,6,2023
"2023/12/21","Seoul","Inland",99,22,25,13,3,4,2023
"2023/12/22","Seoul","Inland",57,23,24,15,3,5,2023
"2023/12/23","Seoul","Inland",49,33,12,38,4,7,2023
"2023/12/24","Seoul","Inland",77,40,15,40,4,8,2023
"2023/12/25","Seoul","Inland",105,46,21,37,4,9,2023
"2023/12/26","Seoul","Inland",120,47,18,50,5,11,2023
"2023/12/27","Seoul","Inland",119,68,9,59,4,13,2023
"2023/12/28","Seoul","Inland",158,53,14,47,5,11,2023
"2023/12/29","Seoul","Inland",124,46,15,40,5,8,2023
"2023/12/30","Seoul","Inland",111,44,10,39,4,8,2023
"2023/12/31","Seoul","Inland",113,24,20,28,4,8,2023
"2024/1/1","Seoul","Inland",74,27,18,31,4,9,2024
"2023/7/2","Seoul","Inland",73,21,42,12,3,4,2023
"2023/7/3","Seoul","Inland",53,34,75,17,4,4,2023
"2023/7/4","Seoul","Inland",75,35,36,19,3,5,2023
"2023/7/5","Seoul","Inland",81,29,57,10,3,5,2023
"2023/7/6","Seoul","Inland",52,51,76,14,4,6,2023
"2023/7/7","Seoul","Inland",91,46,58,19,3,5,2023
"2023/7/8","Seoul","Inland",79,12,38,12,3,4,2023
"2023/7/9","Seoul","Inland",28,15,47,11,3,4,2023
"2023/7/10","Seoul","Inland",33,35,60,16,4,5,2023
"2023/7/11","Seoul","Inland",72,20,42,13,3,4,2023
"2023/7/12","Seoul","Inland",38,24,49,13,3,4,2023
"2023/7/13","Seoul","Inland",46,23,15,19,3,4,2023
"2023/7/14","Seoul","Inland",57,16,32,12,3,4,2023
"2023/7/15","Seoul","Inland",41,24,36,11,3,5,2023
"2023/7/16","Seoul","Inland",57,32,33,11,3,4,2023
"2023/7/17","Seoul","Inland",67,28,30,18,3,4,2023
"2023/7/18","Seoul","Inland",58,16,9,17,3,3,2023
"2023/7/19","Seoul","Inland",33,31,53,15,3,4,2023
"2023/7/20","Seoul","Inland",57,55,83,25,4,7,2023
"2023/7/21","Seoul","Inland",120,61,130,27,4,7,2023
"2023/7/22","Seoul","Inland",131,33,40,11,4,4,2023
"2023/7/23","Seoul","Inland",76,9,9,7,3,2,2023
"2023/7/24","Seoul","Inland",18,22,43,14,4,4,2023
"2023/7/25","Seoul","Inland",54,20,28,13,3,3,2023
"2023/7/26","Seoul","Inland",44,13,19,13,4,2,2023
"2023/7/27","Seoul","Inland",24,22,35,18,4,4,2023
"2023/7/28","Seoul","Inland",49,32,38,16,4,3,2023
"2023/7/29","Seoul","Inland",81,32,39,15,4,3,2023
"2023/7/30","Seoul","Inland",79,15,51,10,3,3,2023
"2023/7/31","Seoul","Inland",37,25,50,14,4,4,2023
"2023/8/1","Seoul","Inland",79,29,109,14,3,4,2023
"2023/8/2","Seoul","Inland",71,36,51,19,4,4,2023
"2023/8/3","Seoul","Inland",69,22,40,16,4,2,2023
"2023/8/4","Seoul","Inland",54,20,43,15,3,2,2023
"2023/8/5","Seoul","Inland",51,20,41,11,4,2,2023
"2023/8/6","Seoul","Inland",36,23,51,11,3,3,2023
"2023/8/7","Seoul","Inland",44,10,31,10,3,3,2023
"2023/8/8","Seoul","Inland",19,8,28,9,3,2,2023
"2023/8/9","Seoul","Inland",15,8,20,8,3,2,2023
"2023/8/10","Seoul","Inland",14,5,40,8,3,2,2023
"2023/8/11","Seoul","Inland",10,18,26,14,3,4,2023
"2023/8/12","Seoul","Inland",41,20,27,14,3,4,2023
"2023/8/13","Seoul","Inland",45,30,57,11,3,4,2023
"2023/8/14","Seoul","Inland",67,44,68,16,3,6,2023
"2023/8/15","Seoul","Inland",94,26,49,9,3,4,2023
"2023/8/16","Seoul","Inland",60,19,44,16,3,4,2023
"2023/8/17","Seoul","Inland",43,26,77,19,4,5,2023
"2023/8/18","Seoul","Inland",60,39,101,17,3,4,2023
"2023/8/19","Seoul","Inland",74,29,78,20,4,5,2023
"2023/8/20","Seoul","Inland",71,29,55,11,3,4,2023
"2023/8/21","Seoul","Inland",68,27,38,16,3,4,2023
"2023/8/22","Seoul","Inland",62,21,25,14,4,4,2023
"2023/8/23","Seoul","Inland",48,10,36,15,3,4,2023
"2023/8/24","Seoul","Inland",20,8,36,12,3,4,2023
